Party,Criminal Case,Total Assets,Liabilities,state,Education
INC,4,250000000,40000000,KARNATAKA,8th Pass
BJP,0,80000000,20000000,MADHYA PRADESH,Graduate
BJP,0,40000000,3900000,UTTAR PRADESH,Others
INC,0,50000000,10000000,KARNATAKA,Graduate
BJP,1,0,700000,JHARKHAND,12th Pass
AITC,2,7300000,0,WEST BENGAL,Graduate
SP,0,3500000,73000,UTTAR PRADESH,Post Graduate
SP,0,0,2300000,UTTAR PRADESH,Graduate
NCP,0,530000000,140000000,MAHARASHTRA,Graduate Professional
BJP,1,210000000,10000000,UTTAR PRADESH,Graduate
YSRCP,0,80000000,1000000,ANDHRA PRADESH,Graduate
BJP,0,90000000,0,MADHYA PRADESH,Graduate Professional
YSRCP,3,0,320000000,ANDHRA PRADESH,10th Pass
RJD,8,20000000,3500000,BIHAR,Graduate
BJP,5,110000000,10000000,UTTAR PRADESH,Post Graduate
AITC,2,10000000,0,WEST BENGAL,Post Graduate
CPI(M),5,4400000,90000,KERALA,Graduate
RJD,14,10000000,200000,BIHAR,12th Pass
BJP,0,320000000,50000000,KARNATAKA,Graduate
BJP,5,30000000,0,UTTAR PRADESH,Post Graduate
RJD,2,80000000,5900000,BIHAR,Graduate
INC,1,6600000,79000,BIHAR,Post Graduate
AAP,1,10000000,0,DELHI,Post Graduate
BJP,0,20000000,0,ARUNACHAL PRADESH,Graduate
BJP,1,140000000,10000000,UTTAR PRADESH,Graduate Professional
BJP,1,2800000,0,ASSAM,Graduate
RJD,1,70000000,20000000,BIHAR,12th Pass
BJP,1,0,6800000,RAJASTHAN,Graduate
BJP,0,8600000,2000000,GUJARAT,Post Graduate
TDP,0,360000000,70000000,ANDHRA PRADESH,Graduate
NCP,0,30000000,3500000,MAHARASHTRA,12th Pass
SP,7,170000000,4400000,UTTAR PRADESH,Graduate
INC,0,320000000,40000000,KARNATAKA,Graduate
AAP,2,30000000,1300000,DELHI,Post Graduate
JD(U),0,60000000,0,BIHAR,Post Graduate
INC,0,8300000,50000,HARYANA,Post Graduate
INC,0,3130000000,700000000,KARNATAKA,10th Pass
BJP,0,90000000,5900000,GUJARAT,Post Graduate
BJP,0,70000000,0,GUJARAT,Graduate
AAP,0,10000000,6000000,PUNJAB,Post Graduate
BJP,0,50000000,3600000,MADHYA PRADESH,Graduate
SP,4,20000000,3700000,UTTAR PRADESH,10th Pass
INC,2,8900000,1700000,KARNATAKA,12th Pass
BJP,3,20000000,2700000,GUJARAT,12th Pass
INC,1,400000,0,JHARKHAND,Graduate Professional
BJP,6,10000000,900000,BIHAR,Doctorate
BJP,0,30000000,200000,MADHYA PRADESH,8th Pass
NCP,1,90000000,600000,MAHARASHTRA,10th Pass
INC,2,140000000,20000000,KARNATAKA,10th Pass
INC,1,0,5700000,MAHARASHTRA,Graduate
INC,0,10000000,5000000,RAJASTHAN,Post Graduate
BJP,1,40000000,0,RAJASTHAN,Graduate
DMK,0,6400000,800000,TAMIL NADU,Post Graduate
BJP,0,0,0,UTTARAKHAND,8th Pass
JD(U),0,280000000,170000000,ARUNACHAL PRADESH,Graduate Professional
CPI(M),0,20000000,31000,KERALA,12th Pass
CPI(M),4,8200000,0,KERALA,10th Pass
BJP,0,30000000,10000000,MADHYA PRADESH,5th Pass
CPI(M),1,10000000,0,KERALA,8th Pass
BJP,1,10000000,0,UTTAR PRADESH,Doctorate
AAP,0,10000000,400000,DELHI,Graduate Professional
BJP,0,480000000,0,HARYANA,Graduate
BJP,0,9700000,1700000,MADHYA PRADESH,Graduate
INC,0,60000000,8500000,RAJASTHAN,Post Graduate
BJP,0,30000000,3400000,MADHYA PRADESH,12th Pass
BJP,0,3600000,200000,ASSAM,Graduate
INC,0,310000000,3700000,HIMACHAL PRADESH,Graduate
YSRCP,0,10000000,3700000,ANDHRA PRADESH,Post Graduate
RJD,5,70000000,200000,BIHAR,10th Pass
BJP,3,140000000,10000000,BIHAR,12th Pass
INC,0,30000000,1800000,ASSAM,Graduate
NPP,0,8600000,0,MEGHALAYA,Graduate
BJP,0,50000000,10000000,ASSAM,Post Graduate
BJP,0,3500000,0,ASSAM,Graduate Professional
BJP,0,20000000,0,GUJARAT,Graduate
INC,2,1200000,200000,UTTARAKHAND,Graduate Professional
BJP,0,20000000,1400000,WEST BENGAL,Graduate
AITC,0,8700000,0,WEST BENGAL,Post Graduate
BJP,0,20000000,1100000,HARYANA,12th Pass
BJP,5,20000000,4900000,UTTAR PRADESH,Graduate
AAP,1,10000000,2900000,PUNJAB,Post Graduate
DMK,17,2300000,0,TAMIL NADU,Graduate
SHS,1,220000000,10000000,MAHARASHTRA,Graduate Professional
BJD,2,10000000,2800000,ODISHA,Graduate
SP,1,70000000,1400000,UTTAR PRADESH,Graduate Professional
INC,0,170000000,80000000,KARNATAKA,Graduate
BJD,0,30000000,700000,ODISHA,Graduate Professional
AITC,4,30000000,0,WEST BENGAL,12th Pass
BJD,2,8600000,1900000,ODISHA,Post Graduate
INC,4,0,0,RAJASTHAN,Post Graduate
INC,1,30000000,200000,ASSAM,Graduate
SP,0,50000000,0,UTTAR PRADESH,Post Graduate
BJP,0,100000000,9400000,ARUNACHAL PRADESH,12th Pass
BJP,1,6400000,0,RAJASTHAN,10th Pass
BJP,0,40000000,10000000,MANIPUR,Graduate
YSRCP,0,0,2000000,ANDHRA PRADESH,Post Graduate
AIADMK,1,10000000,700000,TAMIL NADU,Graduate Professional
INC,0,90000000,0,ARUNACHAL PRADESH,Graduate
INC,1,10000000,1300000,RAJASTHAN,10th Pass
YSRCP,0,440000000,120000000,ANDHRA PRADESH,8th Pass
BJP,0,1150000000,10000000,GUJARAT,Literate
BJP,1,120000000,30000000,UTTARAKHAND,Post Graduate
NCP,1,40000000,7200000,MAHARASHTRA,Graduate Professional
YSRCP,1,10000000,2700000,ANDHRA PRADESH,Graduate Professional
DMK,0,50000000,0,PUDUCHERRY,Graduate
INC,4,20000000,6800000,MANIPUR,Graduate
IND,0,20000000,5200000,NAGALAND,Graduate Professional
SHS,0,30000000,10000000,MAHARASHTRA,12th Pass
INC,1,80000000,30000000,HIMACHAL PRADESH,Graduate
INC,1,60000000,0,UTTARAKHAND,10th Pass
BJP,0,30000000,10000000,ASSAM,Post Graduate
AITC,9,20000000,500000,WEST BENGAL,10th Pass
AAP,1,120000000,30000000,DELHI,Graduate
BJP,0,72000,0,UTTAR PRADESH,Graduate Professional
BJP,0,4900000,2300000,WEST BENGAL,Graduate Professional
INC,0,30000000,20000000,MADHYA PRADESH,Graduate
INC,0,40000000,4800000,KARNATAKA,Graduate Professional
BJP,0,10000000,900000,CHHATTISGARH,Post Graduate
BJD,3,80000000,200000,ODISHA,Graduate
DMK,10,30000000,2500000,TAMIL NADU,12th Pass
BJP,2,380000000,200000000,MAHARASHTRA,Graduate Professional
BJP,0,30000000,900000,UTTAR PRADESH,Graduate
BJP,0,10000000,2800000,MAHARASHTRA,12th Pass
BJP,1,10000000,400000,BIHAR,Literate
BJP,6,190000000,20000000,UTTAR PRADESH,Graduate Professional
AIADMK,1,5000000,1000000,TAMIL NADU,Graduate
INC,3,240000000,0,HIMACHAL PRADESH,Graduate
BJP,0,540000000,30000000,GUJARAT,Literate
CPI(M),1,10000000,1700000,KERALA,8th Pass
BJP,1,40000000,5700000,UTTAR PRADESH,Post Graduate
BJD,1,110000000,2000000,ODISHA,Graduate Professional
BJP,0,240000000,5100000,UTTAR PRADESH,Graduate
INC,3,280000000,140000000,KARNATAKA,Post Graduate
BJP,0,180000000,20000000,GUJARAT,12th Pass
AITC,2,10000000,0,WEST BENGAL,Post Graduate
JD(U),1,10000000,400000,BIHAR,12th Pass
BJP,0,10000000,0,UTTARAKHAND,10th Pass
INC,0,10000000,0,HARYANA,10th Pass
BJP,0,0,10000000,GOA,Post Graduate
SP,22,7200000,500000,UTTAR PRADESH,Graduate Professional
SP,1,30000000,1000000,UTTAR PRADESH,Post Graduate
BJP,1,20000000,200000,RAJASTHAN,12th Pass
INC,1,30000000,0,ASSAM,Post Graduate
AITC,1,0,300000,WEST BENGAL,Post Graduate
INC,11,0,10000000,HIMACHAL PRADESH,Post Graduate
INC,0,40000000,5800000,RAJASTHAN,10th Pass
INC,1,20000000,500000,CHHATTISGARH,Post Graduate
YSRCP,6,20000000,1200000,ANDHRA PRADESH,Post Graduate
INC,1,70000000,30000000,KARNATAKA,Graduate
SP,0,20000000,0,UTTAR PRADESH,Graduate
BJP,3,20000000,1800000,MADHYA PRADESH,12th Pass
JD(U),8,30000000,3200000,MANIPUR,Graduate
BJP,0,50000000,6000000,GUJARAT,10th Pass
BJP,2,70000000,0,UTTAR PRADESH,Literate
BJP,1,190000000,20000000,MAHARASHTRA,10th Pass
INC,0,20000000,0,PUNJAB,Post Graduate
BJD,0,30000000,0,ODISHA,Post Graduate
SP,2,10000000,300000,UTTAR PRADESH,Post Graduate
BJP,2,5600000,0,WEST BENGAL,Others
DMK,0,10000000,6600000,TAMIL NADU,Graduate Professional
INC,0,60000000,10000000,KARNATAKA,Post Graduate
DMK,6,8000000,2000000,PUDUCHERRY,Graduate Professional
BJP,0,7100000,0,UTTAR PRADESH,12th Pass
BJP,0,20000000,1600000,UTTAR PRADESH,Graduate Professional
INC,10,3500000,0,GUJARAT,Graduate Professional
JD(U),0,60000000,300000,BIHAR,Post Graduate
BJP,5,120000000,6500000,CHHATTISGARH,Graduate
BJP,4,410000000,100000000,MAHARASHTRA,Graduate Professional
Sikkim Krantikari Morcha,0,6200000,200000,SIKKIM,Graduate
INC,0,110000000,50000000,RAJASTHAN,Graduate
INC,0,10000000,2800000,MADHYA PRADESH,Doctorate
BJP,0,70000000,4300000,JHARKHAND,Post Graduate
SHS,0,180000000,500000,MAHARASHTRA,12th Pass
AITC,6,10000000,0,WEST BENGAL,12th Pass
IND,0,60000000,0,NAGALAND,Post Graduate
BJP,0,30000000,1500000,UTTAR PRADESH,Post Graduate
JD(U),0,20000000,80000,BIHAR,Graduate
IND,0,1110000000,270000000,GUJARAT,10th Pass
INC,0,0,1100000,CHHATTISGARH,8th Pass
CPI(M),4,10000000,0,KERALA,10th Pass
INC,1,90000000,10000000,MAHARASHTRA,Post Graduate
DMK,0,230000000,50000000,TAMIL NADU,Post Graduate
AAP,1,6400000,1300000,GUJARAT,10th Pass
CPI(M),4,7600000,1400000,KERALA,Post Graduate
AITC,2,20000000,1400000,WEST BENGAL,10th Pass
BJP,0,50000000,4800000,HIMACHAL PRADESH,Graduate Professional
INC,0,270000000,0,PUNJAB,Graduate
BJP,3,20000000,3100000,GUJARAT,5th Pass
INC,7,110000000,4100000,MAHARASHTRA,8th Pass
DMK,0,0,2400000,TAMIL NADU,Post Graduate
BJP,0,6600000,2100000,HARYANA,Graduate Professional
YSRCP,2,4000000,0,ANDHRA PRADESH,Graduate Professional
BJP,6,20000000,800000,BIHAR,10th Pass
BJP,0,0,700000,ASSAM,Graduate
AITC,7,10000000,2100000,WEST BENGAL,12th Pass
DMK,12,100000000,7400000,TAMIL NADU,Graduate Professional
AIADMK,0,10000000,2800000,TAMIL NADU,10th Pass
AAP,0,10000000,7300000,DELHI,Graduate Professional
BJP,2,70000000,10000000,MADHYA PRADESH,Graduate Professional
BJP,0,840000000,0,ARUNACHAL PRADESH,10th Pass
BJP,1,10000000,3600000,UTTAR PRADESH,Graduate Professional
BJP,0,80000000,0,GUJARAT,Doctorate
YSRCP,1,170000000,20000000,ANDHRA PRADESH,Graduate
BJP,0,0,2800000,UTTAR PRADESH,Post Graduate
BJP,0,0,1300000,WEST BENGAL,Post Graduate
JMM,0,30000,0,JHARKHAND,10th Pass
INC,1,40000000,3500000,MANIPUR,Post Graduate
INC,1,150000000,2400000,HARYANA,Post Graduate
INC,0,10000000,0,JHARKHAND,Post Graduate
BJP,2,2300000,5000,TRIPURA,12th Pass
BJP,3,50000000,3500000,UTTAR PRADESH,Graduate
BJP,0,30000000,0,ARUNACHAL PRADESH,Literate
BJP,1,20000000,500000,UTTAR PRADESH,Doctorate
CPI(M),6,0,0,KERALA,Graduate Professional
AITC,0,6400000,0,WEST BENGAL,10th Pass
INC,6,20000000,400000,MADHYA PRADESH,12th Pass
IND,0,40000000,4000000,MAHARASHTRA,Graduate
AAP,1,20000000,800000,PUNJAB,Graduate
BJD,18,70000000,100000,ODISHA,12th Pass
BJP,1,20000000,10000000,RAJASTHAN,Post Graduate
YSRCP,0,0,0,ANDHRA PRADESH,Graduate Professional
BJP,0,10000000,0,HARYANA,Graduate
INC,0,10000000,3600000,KARNATAKA,Graduate
INC,0,80000000,3300000,RAJASTHAN,Post Graduate
INC,0,40000000,4800000,MAHARASHTRA,Post Graduate
BJP,5,140000000,4200000,MADHYA PRADESH,Graduate Professional
BJP,0,8000000,200000,MAHARASHTRA,Literate
YSRCP,3,30000000,9400000,ANDHRA PRADESH,Post Graduate
BJP,1,0,4800000,UTTARAKHAND,Graduate
AIADMK,0,40000000,1700000,TAMIL NADU,Graduate
INC,0,180000000,0,RAJASTHAN,Post Graduate
BJP,0,30000000,1200000,GUJARAT,12th Pass
BJP,0,10000000,100000,UTTAR PRADESH,Graduate
BJP,3,20000000,1700000,MADHYA PRADESH,10th Pass
BJP,4,80000000,20000000,GUJARAT,Graduate Professional
JD(U),0,30000000,0,BIHAR,12th Pass
INC,4,1100000000,350000000,KARNATAKA,Graduate
INC,0,0,20000000,PUDUCHERRY,10th Pass
DMK,0,90000000,40000000,TAMIL NADU,Post Graduate
BJP,0,8300000,33000,RAJASTHAN,Graduate
AITC,1,20000000,1900000,WEST BENGAL,Graduate
YSRCP,7,220000000,0,ANDHRA PRADESH,Post Graduate
BJP,0,60000000,200000,GUJARAT,8th Pass
BJP,1,530000000,50000000,GUJARAT,10th Pass
BJP,1,20000000,900000,ASSAM,Graduate
BJP,0,10000000,700000,ASSAM,Post Graduate
RJD,1,60000000,1100000,BIHAR,Graduate Professional
IND,2,330000000,100000000,MAHARASHTRA,12th Pass
AITC,0,0,0,WEST BENGAL,Graduate
INC,3,340000000,3300000,KERALA,Doctorate
YSRCP,0,0,10000000,ANDHRA PRADESH,Doctorate
BJP,0,20000000,2700000,HIMACHAL PRADESH,12th Pass
BJP,4,3800000,400000,MANIPUR,12th Pass
BJD,1,20000000,7000000,ODISHA,Graduate Professional
INC,0,210000000,1200000,GOA,Graduate Professional
BJP,0,20000000,600000,MADHYA PRADESH,Others
INC,9,50000000,30000000,TAMIL NADU,Graduate
BJP,1,80000000,10000000,MAHARASHTRA,Graduate Professional
BJP,0,20000000,0,UTTARAKHAND,Doctorate
CPI(M),1,0,82000,KERALA,Graduate
BJP,18,630000000,30000000,MAHARASHTRA,5th Pass
BJP,5,30000000,20000000,PUDUCHERRY,Graduate
BJP,0,40000000,3200000,GOA,Graduate
BJP,8,50000000,30000000,PUDUCHERRY,8th Pass
BJP,0,10000000,3400000,GUJARAT,Graduate Professional
AITC,0,10000000,0,WEST BENGAL,Doctorate
DMK,0,60000000,20000000,TAMIL NADU,10th Pass
BJP,6,60000000,2900000,BIHAR,Graduate
SP,1,140000000,20000000,UTTAR PRADESH,Graduate
BJP,1,90000000,10000000,MAHARASHTRA,Others
SP,2,20000000,4500000,UTTAR PRADESH,Graduate
CPI(M),0,20000000,2200000,TRIPURA,Graduate
SP,4,40000000,2700000,UTTAR PRADESH,12th Pass
INC,2,0,1200000,MADHYA PRADESH,Graduate
AITC,1,2300000,0,WEST BENGAL,Graduate Professional
BJP,0,10000000,0,MADHYA PRADESH,Graduate
SP,2,30000,47000,UTTAR PRADESH,Graduate
INC,0,340000000,170000000,MAHARASHTRA,12th Pass
YSRCP,6,190000000,3400000,ANDHRA PRADESH,Graduate Professional
INC,1,70000000,5600000,MANIPUR,Post Graduate
BJP,0,60000000,2600000,MADHYA PRADESH,Post Graduate
BJD,0,30000000,1000000,ODISHA,Post Graduate
AAP,4,10000000,2200000,PUNJAB,12th Pass
NCP,0,0,10000000,MAHARASHTRA,Graduate
YSRCP,18,170000000,20000000,ANDHRA PRADESH,Graduate
BJP,1,2420000000,190000000,MADHYA PRADESH,Post Graduate
AITC,0,30000000,0,WEST BENGAL,12th Pass
JD(S),8,20000000,100000,KARNATAKA,Graduate
INC,25,0,10000000,MAHARASHTRA,Graduate
BJP,0,4900000,500000,RAJASTHAN,10th Pass
YSRCP,0,50000000,0,ANDHRA PRADESH,Post Graduate
INC,3,1020000000,30000000,KARNATAKA,10th Pass
BJP,3,300000,300000,ODISHA,8th Pass
SHS,3,320000000,30000000,MAHARASHTRA,8th Pass
NCP,0,10000000,90000,MAHARASHTRA,12th Pass
BJP,3,8500000,0,UTTAR PRADESH,Graduate Professional
YSRCP,5,20000000,7100000,ANDHRA PRADESH,Post Graduate
BJP,0,50000000,4300000,MANIPUR,Graduate
INC,0,20000000,4900000,ASSAM,10th Pass
BJD,0,20000000,4800000,ODISHA,Graduate
BJP,0,10000000,0,UTTAR PRADESH,Post Graduate
BJD,0,20000000,300000,ODISHA,Post Graduate
BJP,10,2900000,45000,HIMACHAL PRADESH,Post Graduate
BJD,0,10000000,0,ODISHA,Graduate Professional
BJP,2,110000000,30000000,ARUNACHAL PRADESH,10th Pass
BJP,0,310000000,30000000,UTTAR PRADESH,Post Graduate
INC,9,1900000,3000000,KERALA,Graduate
AITC,0,10000000,0,WEST BENGAL,12th Pass
JD(U),0,20000000,6100000,BIHAR,12th Pass
DMK,49,30000000,900000,TAMIL NADU,12th Pass
BJP,0,10000000,0,CHHATTISGARH,Graduate
BJP,0,20000000,0,CHHATTISGARH,Post Graduate
BJP,0,30000000,2600000,UTTARAKHAND,Graduate
IND,0,600000,0,MANIPUR,Graduate
BJP,2,10000000,2900000,UTTAR PRADESH,Graduate
INC,0,10000000,700000,RAJASTHAN,12th Pass
AITC,0,1900000,0,WEST BENGAL,Post Graduate
BJP,0,1060000000,140000000,KARNATAKA,Graduate Professional
AAP,2,9500000,3600000,PUNJAB,Post Graduate
INC,0,300000000,40000000,KARNATAKA,Graduate Professional
RJD,1,130000000,0,BIHAR,Graduate
BJP,0,5300000,300000,BIHAR,Graduate
BJP,2,1830000000,30000000,MAHARASHTRA,12th Pass
CPI(M),0,5700000,0,TRIPURA,10th Pass
BJP,5,620000000,100000000,MAHARASHTRA,12th Pass
Sikkim Krantikari Morcha,0,40000000,300000,SIKKIM,Graduate
BJP,1,40000000,0,NAGALAND,Graduate
BJP,3,90000000,20000000,MAHARASHTRA,12th Pass
BJP,2,0,0,RAJASTHAN,Graduate
BJP,0,0,1200000,UTTAR PRADESH,12th Pass
RJD,0,40000000,0,BIHAR,Graduate
AITC,0,10000000,100000,WEST BENGAL,Graduate
DMK,0,40000000,0,TAMIL NADU,Post Graduate
IND,4,30000000,20000000,MAHARASHTRA,Graduate
INC,0,70000000,300000,GUJARAT,Graduate Professional
DMK,0,10000000,0,TAMIL NADU,Graduate Professional
YSRCP,0,10000000,100000,ANDHRA PRADESH,Graduate
BJP,0,0,0,RAJASTHAN,Graduate
BJP,0,10000000,0,GUJARAT,Graduate
BJP,0,10000000,3900000,UTTARAKHAND,12th Pass
INC,0,50000000,2700000,HARYANA,Graduate Professional
BJP,0,20000000,0,UTTAR PRADESH,Graduate
BJP,0,20000000,300000,MADHYA PRADESH,12th Pass
BJP,4,50000000,7400000,UTTAR PRADESH,Doctorate
BJP,0,2960000000,200000000,MADHYA PRADESH,12th Pass
YSRCP,0,60000000,10000000,ANDHRA PRADESH,Graduate Professional
AAP,0,120000000,7900000,PUNJAB,Graduate Professional
INC,0,0,3000000,MAHARASHTRA,Graduate
BJP,0,40000000,5100000,GUJARAT,10th Pass
BJP,0,2000000,0,WEST BENGAL,Graduate Professional
BJP,1,220000000,10000000,MADHYA PRADESH,Graduate
BJP,0,10000000,1600000,CHHATTISGARH,Post Graduate
BJP,7,60000000,900000,UTTAR PRADESH,10th Pass
RJD,0,20000000,600000,BIHAR,Graduate
DMK,0,8500000,0,TAMIL NADU,8th Pass
CPI(M),7,4000000,100000,KERALA,12th Pass
BJP,0,10000000,0,UTTARAKHAND,10th Pass
BJP,2,30000000,1500000,ASSAM,10th Pass
BJP,0,120000000,1500000,RAJASTHAN,Graduate
BJP,0,20000000,4100000,ASSAM,12th Pass
NCP,7,120000000,3100000,MAHARASHTRA,10th Pass
BJD,5,60000000,1300000,ODISHA,Graduate
BJP,0,0,1300000,TRIPURA,Post Graduate
INC,0,90000000,0,KARNATAKA,8th Pass
INC,1,110000000,40000000,PUNJAB,Graduate
INC,0,50000000,1900000,ASSAM,Graduate
BJP,0,50000000,4000000,MAHARASHTRA,10th Pass
INC,7,260000000,1200000,ASSAM,10th Pass
YSRCP,16,9000000,0,ANDHRA PRADESH,Graduate
DMK,24,6700000,1000000,TAMIL NADU,Post Graduate
BJP,4,20000000,0,BIHAR,10th Pass
YSRCP,0,10000000,200000,ANDHRA PRADESH,Post Graduate
SHS,5,10000000,33000,MAHARASHTRA,12th Pass
AAP,1,40000000,1900000,PUNJAB,12th Pass
BJP,0,0,0,GUJARAT,Graduate
BJP,1,10000000,0,BIHAR,10th Pass
BJP,0,8300000,0,MAHARASHTRA,Post Graduate
AITC,0,5500000,400000,WEST BENGAL,12th Pass
BJP,0,20000000,8400000,MADHYA PRADESH,Post Graduate
BJP,0,40000000,9000000,MADHYA PRADESH,Literate
BJP,0,10000000,4600000,GUJARAT,Graduate Professional
INC,0,180000000,800000,KARNATAKA,12th Pass
BJP,1,8600000,0,WEST BENGAL,12th Pass
INC,0,50000000,800000,KARNATAKA,Graduate Professional
NPP,0,20000000,0,MANIPUR,Graduate
BJD,0,20000000,0,ODISHA,Post Graduate
BJP,0,40000000,1100000,UTTAR PRADESH,Post Graduate
SP,0,0,300000,UTTAR PRADESH,12th Pass
BJP,0,890000000,200000000,KARNATAKA,10th Pass
AAP,1,5500000,300000,PUNJAB,Others
INC,1,100000000,8700000,KARNATAKA,12th Pass
CPI(M),4,10000000,0,KERALA,Graduate Professional
INC,1,30000000,700000,GUJARAT,Graduate Professional
BJP,0,100000,0,TRIPURA,Graduate
BJP,0,1630000000,0,ARUNACHAL PRADESH,Graduate
INC,0,10000000,0,HIMACHAL PRADESH,Graduate Professional
INC,0,10000000,1300000,CHHATTISGARH,Post Graduate
AIADMK,1,30000000,0,TAMIL NADU,Post Graduate
INC,1,80000000,1500000,HIMACHAL PRADESH,Graduate Professional
INC,1,40000000,20000000,MADHYA PRADESH,Graduate
INC,1,350000000,30000000,KARNATAKA,Post Graduate
YSRCP,1,180000000,10000000,ANDHRA PRADESH,Graduate Professional
BJD,0,10000000,1800000,ODISHA,Graduate Professional
INC,0,40000000,7200000,HARYANA,Graduate Professional
AIADMK,0,50000000,0,TAMIL NADU,Post Graduate
BJP,5,30000000,7200000,BIHAR,Post Graduate
BJP,1,0,5100000,MADHYA PRADESH,Graduate
INC,0,9700000,300000,ODISHA,Graduate Professional
BJP,0,20000000,0,NAGALAND,12th Pass
YSRCP,0,30000000,4400000,ANDHRA PRADESH,12th Pass
BJP,0,0,500000,UTTAR PRADESH,Post Graduate
BJP,0,0,600000,UTTAR PRADESH,Graduate
BJP,0,40000000,8700000,JHARKHAND,Graduate
BJP,0,9400000,2700000,ASSAM,12th Pass
BJP,0,5500000,700000,ASSAM,10th Pass
SP,0,2200000,0,UTTAR PRADESH,Graduate Professional
SP,0,0,20000000,UTTAR PRADESH,Graduate Professional
BJP,0,5000000000,0,MAHARASHTRA,Graduate
INC,1,0,270000000,KARNATAKA,Graduate Professional
INC,5,40000000,0,MAHARASHTRA,Graduate Professional
BJP,0,20000000,1500000,GUJARAT,Graduate
IND,0,20000000,10000000,HIMACHAL PRADESH,Graduate Professional
AITC,0,8800000,800000,WEST BENGAL,Graduate Professional
BJD,4,40000000,3700000,ODISHA,Post Graduate
BJP,0,50000000,1200000,HIMACHAL PRADESH,Post Graduate
NPP,1,10000000,1900000,ARUNACHAL PRADESH,Graduate
YSRCP,4,10000000,0,ANDHRA PRADESH,12th Pass
AITC,0,9800000,0,WEST BENGAL,Graduate Professional
BJP,0,150000000,20000000,MADHYA PRADESH,Graduate
BJP,0,0,800000,RAJASTHAN,Literate
BJP,2,3900000,700000,UTTAR PRADESH,12th Pass
AITC,1,10000000,0,WEST BENGAL,Graduate Professional
AAP,0,1800000,0,PUNJAB,10th Pass
BJP,0,40000000,10000000,GOA,Graduate
BJD,0,10000000,600000,ODISHA,Post Graduate
INC,0,340000000,20000000,MADHYA PRADESH,12th Pass
BJP,1,7500000,1600000,TRIPURA,Graduate Professional
BJP,1,40000000,6500000,BIHAR,Doctorate
INC,0,100000000,30000000,KARNATAKA,Post Graduate
INC,1,150000000,40000000,GUJARAT,Graduate Professional
AAP,0,0,60000000,DELHI,Post Graduate
SP,43,30000000,0,UTTAR PRADESH,Post Graduate
BJP,0,40000000,1700000,MADHYA PRADESH,Post Graduate
BJP,0,70000000,0,WEST BENGAL,Doctorate
YSRCP,7,240000000,50000000,ANDHRA PRADESH,12th Pass
INC,1,50000000,10000000,ASSAM,Graduate
BJP,0,0,2300000,GUJARAT,12th Pass
AITC,4,2600000,700000,WEST BENGAL,10th Pass
INC,7,40000000,300000,BIHAR,Graduate
INC,1,100000000,0,UTTARAKHAND,Graduate
BJP,1,7400000,0,CHHATTISGARH,Graduate
AAP,0,4500000,0,PUNJAB,Graduate Professional
AAP,1,20000000,2300000,PUNJAB,Graduate Professional
JMM,0,0,400000,JHARKHAND,10th Pass
JD(U),0,20000000,10000000,MANIPUR,Graduate Professional
BJP,0,10000000,0,UTTAR PRADESH,Post Graduate
DMK,6,30000000,10000000,TAMIL NADU,Post Graduate
DMK,34,150000000,40000000,TAMIL NADU,Graduate Professional
AITC,0,80000000,30000000,WEST BENGAL,Graduate Professional
INC,1,50000000,1800000,MAHARASHTRA,Graduate
AITC,2,9500000,500000,WEST BENGAL,Post Graduate
BJP,0,0,700000,GUJARAT,10th Pass
BJP,0,0,0,ARUNACHAL PRADESH,12th Pass
INC,3,20000000,1700000,HIMACHAL PRADESH,Graduate Professional
BJP,0,20000000,2000000,GUJARAT,8th Pass
YSRCP,4,30000000,600000,ANDHRA PRADESH,Post Graduate
YSRCP,2,70000000,10000000,ANDHRA PRADESH,Post Graduate
INC,0,10000000,300000,RAJASTHAN,Graduate
INC,0,350000000,120000000,KARNATAKA,Graduate Professional
AITC,2,0,0,WEST BENGAL,12th Pass
BJP,0,30000000,2600000,MADHYA PRADESH,Post Graduate
BJP,0,30000000,1700000,UTTAR PRADESH,Graduate Professional
RJD,2,20000000,1600000,BIHAR,Graduate
INC,0,140000000,6100000,CHHATTISGARH,Graduate Professional
BJP,0,100000000,30000000,UTTAR PRADESH,Graduate Professional
BJP,0,80000000,0,UTTAR PRADESH,Graduate
YSRCP,0,10000000,2900000,ANDHRA PRADESH,10th Pass
JD(U),0,70000000,0,BIHAR,Graduate
BJP,0,70000000,3000000,RAJASTHAN,10th Pass
YSRCP,3,10000000,43000,ANDHRA PRADESH,12th Pass
BJD,1,40000000,4000000,ODISHA,Graduate Professional
DMK,5,400000000,170000000,TAMIL NADU,Graduate Professional
BJP,4,10000000,1800000,WEST BENGAL,Graduate
BJP,0,50000000,0,ARUNACHAL PRADESH,Post Graduate
BJP,0,80000000,0,MADHYA PRADESH,Graduate Professional
BJP,0,10000000,700000,ASSAM,Post Graduate
AAP,11,50000000,500000,DELHI,12th Pass
BJP,0,90000000,1700000,GUJARAT,12th Pass
AITC,0,50000000,800000,WEST BENGAL,12th Pass
INC,4,8700000,2000000,RAJASTHAN,Post Graduate
INC,0,20000000,0,ASSAM,Graduate
AITC,9,5600000,1500000,WEST BENGAL,12th Pass
BJP,0,250000000,40000000,ASSAM,12th Pass
CPI(M),5,9500000,1400000,KERALA,Graduate Professional
INC,4,40000000,0,MAHARASHTRA,Post Graduate
